"Topic_No","Topic_Name","% of Corpus","SRPV_Share","sumSRPV","Date","Market","Matched_50_Top_10","Matched_60_Top_3","Matched_60_Top_5","Top_20_Words"
0,"['woman', 'men', 'shoe']",2.1,2.3,394837,2018-11-15,"en-GB",0.203838461,0.315979403,0.176671348,"woman | men | shoe | dress | clothing | shop | boot | style | jacket | range | fashion | size | online | coat | debenhams | collection | discover | bag | shirt | wide"
48,"['holiday', 'cottage', 'book']",0.9,1.2,199255,2018-11-23,"en-GB",0.0153334361437289,0.404882025071049,0.100328258905951,"holiday | book | calendar | cottage | date | travel | break | term | beach | cruise | inclusive | destination | discover | package | family | tour | deal | resort | ski | deposit"
49,"['hotel', 'book', 'stay']",1,1.2,194364,2018-11-23,"en-GB",0.404843884498005,0.609672118319117,0.505321230143204,"hotel | book | stay | room | deal | great | candid | inn | spa | tripadvisor | traveller | best | availability | review | photo | break | rate | luxury | accommodation | saving"
50,"['shoe', 'boot', 'men']",1.1,1,169503,2018-11-23,"en-GB",0.137010539272252,0.354719593814909,0.261962458650665,"shoe | boot | nike | men | trainer | size | adidas | air | woman | bag | leather | ankle | style | heel | footwear | shop | max | running | kid | sandal"
51,"['inch', 'convert', 'foot']",1,0.6,105616,2018-11-23,"en-GB",0.108440647711335,0.151451400399507,0.122444642781249,"inch | foot | convert | conversion | centimeter | meter | calculator | size | smart | length | unit | millimeter | laptop | equal | formula | led | converter | ultra | metric | hdr"
52,"['property', 'sale', 'agent']",1.4,1.1,181604,2018-11-23,"en-GB",0.514502191784659,0.569499880957383,0.58829460947019,"property | agent | estate | sale | flat | rent | house | rightmove | portal | bedroom | datadriven | search | letting | zoopla | leading | buy | primelocation | largest | wide | browse"
53,"['day', 'argo', 'week']",1.2,1.3,207109,2018-11-23,"en-GB",0.312943185183895,0.455807794832483,0.350645504120424,"day | argo | week | delivery | fast | set | collection | store | date | calendar | hour | month | year | argoscouk | thousand | return | today | open | spa | nursery"
54,"['office', 'microsoft', 'excel']",0.9,0.9,153931,2018-11-23,"en-GB",0.0653434901111189,0.244741072052554,0.108579681785357,"office | microsoft | excel | word | powerpoint | post | version | document | onedrive | onenote | outlook | spreadsheet | presentation | collaborate | install | edge | box | surface | head | desk"
55,"['gift', 'perfect', 'birthday']",0.8,0.6,106160,2018-11-23,"en-GB",0.10247690453876,0.425733029856741,0.195742401927969,"gift | perfect | idea | personalised | birthday | item | present | selection | shipping | set | box | world | unique | voucher | largest | hamper | chocolate | occasion | mug | bag"
56,"['insurance', 'policy', 'cover']",0.6,0.6,103710,2018-11-23,"en-GB",0.0730914463963224,0.351797734362174,0.209719257921524,"insurance | cover | policy | quote | travel | national | compare | claim | broker | life | insurer | pension | driver | pet | financial | money | home | vehicle | cost | pay"
57,"['amazon', 'delivery', 'order']",1.6,1.8,304057,2018-11-23,"en-GB",0.513177917876188,0.624048900881085,0.611261013567948,"amazon | delivery | order | book | buy | eligible | low | everyday | prime | price | return | kindle | isbn | echo | dvd | amazoncouk | tablet | alexa | store | smart"
58,"['business', 'data', 'use']",3.7,2.4,389337,2018-11-23,"en-GB",0.0126674440119777,0.0861594214799122,0.0419875953206002,"business | data | use | work | help | management | need | make | application | software | project | form | law | computer | planning | using | change | website | cooky | way"
59,"['bus', 'route', 'timetable']",0.6,0.6,96303,2018-11-23,"en-GB",0.180206887851646,0.333701274126403,0.284912324965308,"bus | route | timetable | station | travel | coach | stop | journey | transport | map | airport | west | city | road | planner | stagecoach | east | operated | north | rail"
60,"['test', 'driving', 'vehicle']",1.1,0.8,136235,2018-11-23,"en-GB",0.010108580762948,0.101854520995484,0.018525992120688,"test | driving | vehicle | speed | quiz | driver | testing | question | check | theory | licence | blood | drive | result | broadband | practice | dvla | answer | score | book"
61,"['john', 'lewis', 'advert']",1,1,169396,2018-11-23,"en-GB",0.237740623962828,0.329571855293727,0.281841188184534,"john | lewis | partner | order | delivery | shop | advert | range | electricals | elton | partnership | waitrose | martin | buy | born | sir | church | deere | lennon | actor"
62,"['restaurant', 'review', 'tripadvisor']",1.8,1.3,208617,2018-11-23,"en-GB",0.307159023489859,0.552572018721572,0.46102968643565,"restaurant | review | tripadvisor | best | bar | menu | pub | read | rated | unbiased | traveller | ranked | dining | cuisine | rating | customer | takeaway | location | price | inn"
63,"['sport', 'radio', 'sky']",1.2,2,331964,2018-11-23,"en-GB",0.0569280156320877,0.145416797515615,0.145067866987683,"sport | radio | sky | live | bbc | channel | station | listen | racing | horse | rugby | watch | cricket | nike | stream | programme | iplayer | broadband | broadcast | box"
64,"['video', 'instagram', 'post']",1.3,1.3,221429,2018-11-23,"en-GB",0.465085879312966,0.549141206870345,0.502143182854537,"video | instagram | post | photo | follower | youtube | tweet | channel | family | camera | latest | friend | love | share | hashtag | upload | content | official | subscribe | sign"
65,"['service', 'customer', 'support']",1.5,1.2,189495,2018-11-23,"en-GB",0.036986227673768,0.372336991607489,0.142591994835378,"service | customer | contact | support | repair | provide | council | offer | provider | team | providing | provides | help | local | hire | financial | access | advice | specialist | business"
66,"['park', 'parking', 'street']",0.9,1.1,180963,2018-11-23,"en-GB",0.14079251877391,0.30760874698909,0.177442969820054,"park | parking | street | pay | charge | airport | map | display | hour | postcode | meter | garage | space | station | private | ride | road | opening | caravan | council"
67,"['cell', 'blood', 'cause']",3.5,2.1,342490,2018-11-23,"en-GB",0.029704055324524,0.0844229626767103,0.0708859883375534,"blood | cell | cause | pain | symptom | body | disease | water | treatment | cancer | heart | pressure | skin | type | common | condition | muscle | effect | infection | patient"
68,"['toy', 'baby', 'kid']",1.2,1.1,184447,2018-11-23,"en-GB",0.0246658422131495,0.238255772586356,0.134594860153484,"toy | baby | kid | girl | boy | lego | smyths | doll | fun | little | old | disney | clothes | toddler | set | soft | age | animal | wooden | bike"
69,"['light', 'led', 'lighting']",1.1,0.7,122641,2018-11-23,"en-GB",0.0487492101252648,0.303051704270899,0.174441512099022,"light | led | lighting | bulb | lamp | switch | ceiling | outdoor | energy | battery | white | wall | solar | smart | garden | color | blue | night | candle | fairy"
70,"['woman', 'men', 'shoe']",2,2.4,398594,2018-11-23,"en-GB",0.197476258618447,0.388668181044921,0.237684001961353,"woman | men | jacket | coat | clothing | dress | shop | fashion | style | shirt | range | discover | asos | collection | lady | debenhams | size | jean | latest | tshirts"
71,"['football', 'sport', 'league']",1.5,1.4,233318,2018-11-23,"en-GB",0.108412305811077,0.351193619209071,0.236153183447739,"football | league | club | premier | team | fixture | rugby | result | golf | player | score | cup | match | season | soccer | manchester | official | united | england | championship"
72,"['xbox', 'console', 'controller']",0.5,0.4,71147,2018-11-23,"en-GB",0.046710092348285,0.284630606860158,0.137161939313984,"xbox | console | controller | gaming | live | bundle | fortnite | microsoft | playstation | nintendo | gold | headset | wireless | switch | fifa | game | best | buy | minecraft | dead"
73,"['hair', 'beauty', 'salon']",0.8,0.6,91093,2018-11-23,"en-GB",0.00682372476778579,0.281666753152405,0.116158995381662,"hair | beauty | salon | dryer | skin | color | makeup | hairstyle | hairdresser | straightener | nail | shampoo | extension | product | colour | brush | styling | natural | ghd | best"
74,"['table', 'furniture', 'time']",0.8,0.6,94219,2018-11-23,"en-GB",0.0247603190375164,0.245293659532186,0.0927303488465773,"table | furniture | time | dining | chair | excel | coffee | room | column | multiplication | conversion | data | lamp | league | sql | oak | row | worksheet | cell | sofa"
0,"['delivery', 'store', 'buy']",2.2,2.1,248003,2018-11-24,"en-GB",0.452785605260068,0.5797816132441,0.491208758952683,"online | range | buy | store | product | delivery | shop | order | shopping | price | selection | today | great | wide | available | tesco | collect | door | brand | debenhams"
1,"['porn', 'video', 'sex']",2.8,3.3,378564,2018-11-24,"en-GB",0.689805898024381,0.929682724578177,0.839759188992815,"porn | video | sex | xxx | tube | pornhubcom | watch | clip | relevant | growing | high | quality | collection | discover | movie | xhamster | hottest | mature | best | teen"
2,"['ebay', 'shop', 'great']",3.4,2.4,275433,2018-11-24,"en-GB",0.935297041058185,0.974329077146571,0.970687743711293,"ebay | deal | great | shop | confidence | selection | item | bag | kit | vintage | model | shipping | set | glass | box | dvd | cover | case | silver | accessory"
3,"['game', 'play', 'online']",2.3,2.9,335293,2018-11-24,"en-GB",0.0830451329098355,0.566035278625899,0.366402824605322,"game | play | online | fun | player | best | puzzle | roblox | nintendo | math | board | multiplayer | playstation | playing | version | racing | flash | adventure | gaming | console"
4,"['football', 'sport', 'league']",1.2,2.3,261544,2018-11-24,"en-GB",0.322428385416667,0.533962673611111,0.425320095486111,"league | football | premier | fixture | result | score | table | team | match | sport | manchester | season | goal | cup | championship | liverpool | soccer | united | player | city"
5,"['christmas', 'tree', 'festive']",1.7,1.3,155746,2018-11-24,"en-GB",0.290299977274449,0.29700401484736,0.126694947352473,"christmas | tree | festive | decoration | santa | market | shipping | item | perfect | selection | largest | carol | jumper | ebay | xmas | holiday | party | craft | december | ornament"
6,"['property', 'sale', 'agent']",1.4,1,110389,2018-11-24,"en-GB",0.592725118483412,0.718175355450237,0.651848341232227,"property | sale | agent | estate | flat | rent | rightmove | house | search | portal | datadriven | bedroom | leading | primelocation | buy | largest | zoopla | developer | browse | wide"
7,"['window', 'update', 'microsoft']",1.5,1.9,221512,2018-11-24,"en-GB",0.0695223144202736,0.310562906481274,0.170598788966136,"window | update | microsoft | app | install | version | setting | bit | computer | click | screen | apps | start | program | desktop | key | fix | change | user | explorer"
8,"['job', 'apply', 'hiring']",1.3,1,120758,2018-11-24,"en-GB",0.463745734425984,0.608040451341321,0.495279846563878,"job | apply | hiring | indeedcouk | site | largest | world | totaljobs | career | vacancy | search | latest | salary | reedcouk | recruitment | today | instant | manager | work | profile"
9,"['sale', 'used', 'new']",1.6,1.3,151446,2018-11-24,"en-GB",0.18055086681097,0.551502273765316,0.413944436721806,"sale | used | gumtree | classified | dealer | site | ford | sell | van | hand | second | bmw | motor | search | vehicle | bike | local | ireland | auto | audi"
10,"['weather', 'forecast', 'temperature']",0.7,0.7,76270,2018-11-24,"en-GB",0.482698033090927,0.723266142808336,0.656108155595685,"weather | forecast | day | temperature | rain | wind | hourly | report | united | kingdom | cloud | accuweathercom | warning | minute | precipitation | access | accurate | outlook | average | chance"
11,"['day', 'argo', 'week']",1.2,1.2,137904,2018-11-24,"en-GB",0.40743304993215,0.527347752637847,0.436511672990113,"day | argo | week | delivery | fast | set | collection | store | calendar | date | return | hour | month | argoscouk | order | lego | buy | thousand | bed | year"
12,"['crossword', 'clue', 'answer']",0.6,0.5,59252,2018-11-24,"en-GB",0.558263971462545,0.78013187763485,0.74602745649119,"crossword | clue | answer | puzzle | solver | anagram | synonym | solution | definition | possible | daily | able | seen | spotted | mirror | crosswordnexuscom | related | shown | database | popular"
